iter	Logloss
274	0.2771270687
275	0.2769453151
276	0.2768497808
277	0.2766817385
278	0.2765187375
279	0.2764077134
280	0.2762732295
281	0.2761676096
282	0.2760240948
283	0.275843876
284	0.2755991605
285	0.2754045863
286	0.2752743835
287	0.2750766311
288	0.2749004848
289	0.2747235711
290	0.2745375543
291	0.2744626485
292	0.2742974327
293	0.2741432042
294	0.2740174696
295	0.2738050202
296	0.2736441506
297	0.2734858039
298	0.2731183285
299	0.2729314498
300	0.2727768482
301	0.2725911427
302	0.2724805021
303	0.2723638984
304	0.2722369525
305	0.2720726932
306	0.271945168
307	0.2717618379
308	0.2714414041
309	0.2713160931
310	0.2711792387
311	0.2709759835
312	0.270818891
313	0.2705992344
314	0.2703439391
315	0.2702798811
316	0.2701812804
317	0.2699759548
318	0.2698127902
319	0.2696208978
320	0.269564032
321	0.2693585418
322	0.2693149972
323	0.2690846029
324	0.2689607508
325	0.2687833537
326	0.2685717005
327	0.2683958272
328	0.2680639303
329	0.2678528453
330	0.2677104975
331	0.2674742207
332	0.2673356666
333	0.2672028663
334	0.2669907593
335	0.2668143444
336	0.2665857461
337	0.2664463803
338	0.2662475892
339	0.265992562
340	0.2658370109
341	0.2656059087
342	0.2654552165
343	0.2651215471
344	0.2649856007
345	0.2647292245
346	0.2645409215
347	0.2643804338
348	0.2641181478
349	0.2640217462
350	0.2638833214
351	0.2637555118
352	0.2635190812
353	0.2634080419
354	0.2632831321
355	0.2631764606
356	0.2628726067
357	0.2627818608
358	0.2626599423
359	0.262461894
360	0.2623964373
361	0.2622840854
362	0.2620670522
363	0.2617854484
364	0.2616370841
365	0.2614595128
366	0.2613582553
367	0.2611943867
368	0.2610535815
369	0.2609206894
370	0.2608025692
371	0.2606694421
372	0.2605632102
373	0.260417441
374	0.2601623961
375	0.2599443731
376	0.2598055181
377	0.2596155193
378	0.25937444
379	0.2591968368
380	0.2590647639
381	0.258944937
382	0.2587962007
383	0.2586645405
384	0.2585394447
385	0.2583485358
386	0.2581993236
387	0.258120842
388	0.2580090836
389	0.25767501
390	0.2575638815
391	0.2573560792
392	0.2571798756
393	0.2569340853
394	0.256732155
395	0.2565717556
396	0.2564039802
397	0.2562323208
398	0.2560985794
399	0.2559443096
400	0.2558102438
401	0.2555569893
402	0.2554357704
403	0.255240185
404	0.2549257388
405	0.2547389007
406	0.2544865736
407	0.2542174592
408	0.2540532017
409	0.2537916256
410	0.2535884455
411	0.2534300002
412	0.2533678708
413	0.2531612073
414	0.2531122679
415	0.2529497045
416	0.2527373019
417	0.2526352264
418	0.2525507837
419	0.2524174801
420	0.2522679746
421	0.252062112
422	0.2519400834
423	0.2517165406
424	0.2515028845
425	0.2513873384
426	0.251322166
427	0.251235393
428	0.2511269505
429	0.2509063499
430	0.2507039399
431	0.2505214195
432	0.2504122072
433	0.2502964512
434	0.2502004887
435	0.2499903123
436	0.2498749855
437	0.2496715213
438	0.2495356229
439	0.2494466539
440	0.249339285
441	0.2490648806
442	0.2489400806
443	0.2488199655
444	0.2486711603
445	0.2484705519
446	0.2483473768
447	0.2482446973
448	0.2480915769
449	0.2479127762
450	0.2478347435
451	0.2477299567
452	0.2476371075
453	0.2473582008
454	0.2472143994
455	0.2470619002
456	0.2468615216
457	0.2466619125
458	0.2466136063
459	0.2465485564
460	0.2464500318
461	0.2462582868
462	0.2460942518
463	0.2458289597
464	0.2457362182
465	0.2455506562
466	0.2452663232
467	0.2451963327
468	0.2448683849
469	0.2447882272
470	0.2447237897
471	0.2445541791
472	0.2443983369
473	0.2441887461
474	0.2440379775
475	0.2439456575
476	0.243681057
477	0.2434970394
478	0.2433134671
479	0.2431856532
480	0.2430693127
481	0.2429163155
482	0.2426739916
483	0.2425045744
484	0.2422413372
485	0.2420347504
486	0.2418317709
487	0.2416915053
488	0.2415359977
489	0.2412480558
490	0.2410901214
491	0.240954908
492	0.240738583
493	0.2405985511
494	0.2404614014
495	0.2403437255
496	0.240257712
497	0.2401260383
498	0.2399866943
499	0.2398022868
500	0.2395641213
501	0.2393766062
502	0.2392195204
503	0.2390562676
504	0.2389542385
505	0.2387646934
506	0.2386512404
507	0.2384277166
508	0.2383606377
509	0.2382543735
510	0.2381482786
511	0.2379287777
512	0.2377838914
513	0.2375712067
514	0.2375167675
515	0.2374310873
516	0.2373595968
517	0.237231719
518	0.2370512542
519	0.2368619581
520	0.236596336
521	0.2364239516
522	0.2362559377
523	0.2361220023
524	0.2359314288
525	0.2356795745
526	0.2355226137
527	0.2353925862
528	0.2353366458
529	0.2351407557
530	0.2349381695
531	0.2348523256
532	0.2346728342
533	0.2345319603
534	0.2344743878
535	0.2342605495
536	0.2340882186
537	0.2339536106
538	0.2338195888
539	0.2337151847
540	0.2335765983
541	0.2333710268
542	0.2333028878
543	0.2331859085
544	0.2330725533
545	0.2329527652
546	0.2329412678
547	0.2327410299
548	0.2324676694
549	0.2324278846
550	0.2322909773
551	0.2321623626
552	0.2319260523
553	0.2317887811
554	0.2316244342
555	0.2315744828
556	0.2314856709
557	0.2313278665
558	0.2311860856
559	0.2309867716
560	0.23072072
561	0.2304237341
562	0.2302457078
563	0.2301643689
564	0.230008701
565	0.2299602971
566	0.2298231012
567	0.2296092337
568	0.2294173667
569	0.2292332504
570	0.2291085192
571	0.2289190939
572	0.2287059384
573	0.2285375229
574	0.2283841431
575	0.22812947
576	0.2279420713
577	0.2277160585
578	0.2275060709
579	0.2274204002
580	0.2273373093
581	0.2272472546
582	0.2271345431
583	0.2269818299
584	0.226793487
585	0.2266841659
586	0.2266258627
587	0.2264584622
588	0.2262268189
589	0.2260762418
590	0.225923723
591	0.2257915746
592	0.2256534531
593	0.225507202
594	0.2252902107
595	0.2251040241
596	0.2248298583
597	0.2246000795
598	0.2244664903
599	0.2243078183
600	0.2241687351
601	0.224054609
602	0.2239085183
603	0.2237658128
604	0.2236458564
605	0.2235729639
606	0.2233961017
607	0.2233688843
608	0.2233368402
609	0.2231923409
610	0.2230832139
611	0.2229377568
612	0.2228168508
613	0.2227254383
614	0.2225759653
615	0.2223885527
616	0.2222642283
617	0.2220582524
618	0.2219365867
619	0.2217513209
620	0.2216602715
621	0.2215843417
622	0.2214747662
623	0.2213276252
624	0.2212436236
625	0.2211782067
626	0.2210726362
627	0.2208928668
628	0.2208098952
629	0.2206337887
630	0.2205363184
631	0.2204950839
632	0.2203197653
633	0.2202438292
634	0.2200801052
635	0.2199623798
636	0.2197882246
637	0.2196994018
638	0.219625849
639	0.2193415985
640	0.2191524564
641	0.2189928637
642	0.2188440117
643	0.2187016233
644	0.2185678439
645	0.2184611674
646	0.2182362574
647	0.2181588584
648	0.2180325606
649	0.2178381219
650	0.2177259507
651	0.2175982161
652	0.2173898735
653	0.2172825834
654	0.2171990845
655	0.2171740445
656	0.2170262662
657	0.2169710787
658	0.2168599848
659	0.2168449518
660	0.2167217467
661	0.216535885
662	0.2164491499
663	0.2163521103
664	0.2162835932
665	0.2161444859
666	0.216071062
667	0.2159246907
668	0.2157082487
669	0.2155746881
670	0.2152947519
671	0.2151351929
672	0.2149688877
673	0.2148830561
674	0.2148313062
675	0.2146975977
676	0.2145731025
677	0.2145035169
678	0.2143719973
679	0.2142710319
680	0.2140928062
681	0.2139645435
682	0.2138790234
683	0.2137078692
684	0.2135600269
685	0.2134248093
686	0.2132191051
687	0.2131589697
688	0.2130452349
689	0.2129197758
690	0.2127226063
691	0.2127017523
692	0.2125980367
693	0.2125093788
694	0.2123269162
695	0.2121855222
696	0.2120527031
697	0.2119331983
698	0.2117096351
699	0.2115879205
700	0.2114235693
701	0.2113164397
702	0.2112171477
703	0.2111159859
704	0.2108453118
705	0.2107136992
706	0.2106291021
707	0.2105237326
708	0.2102870376
709	0.2101584223
710	0.2099420459
711	0.2098417613
712	0.2096330415
713	0.2095589036
714	0.2094730777
715	0.2093508862
716	0.20917628
717	0.2090616389
718	0.2089722739
719	0.2088544308
720	0.2087552834
721	0.2085901794
722	0.2085295155
723	0.2084115841
724	0.2081387099
725	0.207995933
726	0.2078950522
727	0.2078200251
728	0.2076959455
729	0.2076018194
730	0.2075120419
731	0.207412936
732	0.2071336402
733	0.2068687441
734	0.2067315052
735	0.2067149942
736	0.2064872418
737	0.2063577975
738	0.2060272621
739	0.2059633622
740	0.2058109299
741	0.2057233645
742	0.2055965088
743	0.205387515
744	0.2052423654
745	0.2051303023
746	0.2049647522
747	0.2048627483
748	0.2047106469
749	0.2046229674
750	0.2045004514
751	0.2043734979
752	0.2042744965
753	0.2041446209
754	0.2039827361
755	0.2038766274
756	0.2038023871
757	0.2035861846
758	0.2035016511
759	0.2033962806
760	0.2032947853
761	0.2032306856
762	0.2031343959
763	0.2029667751
764	0.2028009089
765	0.2026456823
766	0.2025818523
767	0.2023342563
768	0.2022345016
769	0.2020894041
770	0.2020085535
771	0.2019076296
772	0.2017364421
773	0.2016419426
774	0.201499982
775	0.2013338344
776	0.2012484616
777	0.2011765845
778	0.2010284913
779	0.2008722289
780	0.2007749817
781	0.2007621915
782	0.2006803538
783	0.2005604234
784	0.200452191
785	0.2002306061
786	0.2000378961
787	0.1999657115
788	0.1997897613
789	0.199667056
790	0.199575077
791	0.1993250515
792	0.1992345767
793	0.1989914689
794	0.1988927965
795	0.1987092936
796	0.1984770968
797	0.1983169465
798	0.1982301846
799	0.1981215742
800	0.1979292924
801	0.1978493993
802	0.19774721
803	0.1974725055
804	0.1973617325
805	0.1970605426
806	0.1968934105
807	0.1967725109
808	0.1966863442
809	0.1964854181
810	0.1963571349
811	0.196268028
812	0.196222178
813	0.1961345952
814	0.1960481725
815	0.1958761925
816	0.1957048578
817	0.1955430965
818	0.1953912579
819	0.1952430941
820	0.1950610782
821	0.1949626048
822	0.1947978904
823	0.1946646258
824	0.1944236317
825	0.1942961233
826	0.19421085
827	0.194003949
828	0.193934596
829	0.1938157566
830	0.1937308292
831	0.1935013023
832	0.1934000776
833	0.193322085
834	0.1932269579
835	0.1931533927
836	0.1930022567
837	0.1928075729
838	0.1925573141
839	0.192500108
840	0.1923360485
841	0.1922469187
842	0.1919731707
843	0.1918046871
844	0.1917003178
845	0.1915434182
846	0.1913866638
847	0.1911823792
848	0.19096113
849	0.1908690107
850	0.1906562387
851	0.1904255197
852	0.1903553009
853	0.190184121
854	0.1901485694
855	0.1899248649
856	0.1898588988
857	0.1897761857
858	0.1895786199
859	0.189421877
860	0.1894039861
861	0.1892526844
862	0.1890479235
863	0.1889192798
864	0.188766672
865	0.1886935971
866	0.1885697511
867	0.1884851946
868	0.1883427962
869	0.1882097881
870	0.1881218735
871	0.1879581518
872	0.1877581583
873	0.187568763
874	0.1873695237
875	0.1871901427
876	0.1870529526
877	0.1869801404
878	0.186876867
879	0.1867086159
880	0.1865694691
881	0.1862969777
882	0.1861346737
883	0.1859999964
884	0.1859290368
885	0.1857940159
886	0.1857242793
887	0.1855975591
888	0.1854743496
889	0.1853663961
890	0.1852955614
891	0.1852406295
892	0.1851161515
893	0.1850434342
894	0.1848385915
895	0.1846405713
896	0.1845266691
897	0.1843919972
898	0.1842325703
899	0.1840499795
900	0.1838224949
901	0.1837044888
902	0.1836496863
903	0.1835840737
904	0.1835158873
905	0.1833342931
906	0.1832191191
907	0.1830984403
908	0.1829760551
909	0.1828943076
910	0.1827702213
911	0.1826245807
912	0.1823621813
913	0.1821693074
914	0.1820828264
915	0.1820480438
916	0.1819814671
917	0.181916629
918	0.1818122245
919	0.1817351254
920	0.1816685041
921	0.181610461
922	0.1815552254
923	0.18143391
924	0.1813812863
925	0.1813059056
926	0.1811008898
927	0.1809592561
928	0.1807595488
929	0.1806500524
930	0.1805230678
931	0.1804037678
932	0.1803499026
933	0.1802869853
934	0.1802358235
935	0.180166432
936	0.1800744923
937	0.1799674004
938	0.1798979513
939	0.1797058245
940	0.1796067876
941	0.1794267909
942	0.1792640327
943	0.1790701875
944	0.1788957496
945	0.178706528
946	0.1785667093
947	0.1785170679
948	0.178341439
949	0.1782524514
950	0.1780684841
951	0.1779350636
952	0.1778021906
953	0.1777289114
954	0.1775592014
955	0.1774361367
956	0.1773706282
957	0.1772028851
958	0.1771390305
959	0.1770274367
960	0.1768497354
961	0.1767434754
962	0.1765843997
963	0.1764775681
964	0.1763027975
965	0.1761172227
966	0.1760895783
967	0.1760419739
968	0.1758548771
969	0.1757792288
970	0.1756911698
971	0.1755082951
972	0.1753710361
973	0.1751570131
974	0.1750013863
975	0.1748636908
976	0.1747408991
977	0.1746139056
978	0.1744693009
979	0.174375028
980	0.1742649919
981	0.174158866
982	0.1739801855
983	0.1739044283
984	0.1737816536
985	0.1736435174
986	0.1735003709
987	0.1733423651
988	0.1732993655
989	0.1731673916
990	0.1730449744
991	0.1729788996
992	0.1728299522
993	0.1727211717
994	0.1725967274
995	0.1724740525
996	0.1724069663
997	0.1722587805
998	0.1721386285
999	0.1720299163
